time,displacement
113.37793,0.0034423685
114.38128,0.0015176265
115.38462,-0.001559101
116.38797,-0.0029698713
117.39131,-0.0016320229
118.39465,0.0010145252
119.398,0.0025154897
120.401344,0.0016591514
121.404686,-0.00057573436
122.408035,-0.0020905398
123.41138,-0.0016207364
124.41472,0.00023069911
125.41807,0.0017023459
126.42141,0.0015351749
127.42476,0.00003277146
128.4281,-0.0013550413
129.43144,-0.0014177317
130.43478,-0.0002266266
131.43814,0.0010502465
132.44148,0.0012808314
133.44482,0.00036208468
134.44817,-0.0007876415
135.4515,-0.0011343687
136.45486,-0.00044956934
137.4582,0.0005655383
138.46155,0.0009859821
139.46489,0.0004984797
140.46823,-0.00038121763
141.47157,-0.00084140734
142.47493,-0.0005170931
143.47827,0.00023137778
144.48161,0.0007047492
145.48495,0.0005126471
146.4883,-0.000112319525
147.49165,-0.0005787692
148.495,-0.0004912782
149.49834,0.00002025661
150.50166,0.00046512476
151.505,0.00045815288
152.50835,0.000048605252
153.5117,-0.0003646277
154.51505,-0.00041747908
155.51839,-0.00009784191
156.52173,0.00027739545
157.52507,0.00037266148
158.52843,0.00013083106
159.53177,-0.00020306163
160.53511,-0.00032635476
161.53845,-0.00015063774
162.5418,0.00014088694
163.54514,0.00028058008
164.5485,0.0001599815
165.55183,-0.00008991089
166.55518,-0.00023681167
167.55852,-0.00016125974
168.56186,0.00004901167
169.56522,0.00019607232
170.56856,0.00015651804
171.5719,-0.000017018629
172.57524,-0.0001590092
173.57858,-0.00014749283
174.58194,-0.000007257954
175.58528,0.0001259749
176.58862,0.0001356123
177.59196,0.000024970823
178.5953,-0.000097085926
179.59866,-0.00012203893
180.602,-0.00003719659
181.60535,0.000072284085
182.60869,0.00010769214
183.61203,0.000044934826
184.61537,-0.00005137992
185.61873,-0.00009327759
186.62207,-0.00004907596
187.62541,0.000034099605
188.62875,0.00007932119
189.6321,0.000050411305
190.63545,-0.000020109339
191.6388,-0.00006619705
192.64214,-0.000049621547
193.64548,0.000009045456
194.64882,0.00005414963
195.65216,0.000047287795
196.65552,-0.0000005399856
197.65886,-0.00004332556
198.6622,-0.00004389308
199.66554,-0.0000057739217
200.66888,0.00003378749
201.67224,0.00003983335
202.67558,0.000010242398
203.67892,-0.00002553787
204.68227,-0.00003542462
205.68561,-0.0000131884635
206.68896,0.00001853303
207.6923,0.000030913336
208.69565,0.000014902805
209.69899,-0.000012695436
210.70233,-0.000026484255
211.70569,-0.0000156463
212.70903,0.000007928382
213.71237,0.000022273516
214.71571,0.000015644622
215.71906,-0.0000041206627
216.7224,-0.000018372059
217.72575,-0.000015091523
218.7291,0.0000011582433
219.73244,0.0000148372455
220.73578,0.000014150179
221.73912,0.0000010747771
222.74248,-0.000011698361
223.74582,-0.000012954477
224.74916,-0.0000026887406
225.7525,0.0000089628065
226.75584,0.000011613301
227.75919,0.0000037884797
228.76254,-0.0000066235675
229.76588,-0.000010210626
230.76923,-0.0000044683525
231.77257,0.0000046584023
232.77591,0.000008813502
233.77927,0.000004813535
234.78261,-0.0000030410934
235.78595,-0.0000074684053
236.78929,-0.0000048991787
237.79263,0.0000017368519
238.79599,0.0000062098206
239.79933,0.0000047896997
240.80267,-0.00000071083105
241.80602,-0.0000050598787
242.80936,-0.0000045397546
243.81271,-0.00000007305226
244.81606,0.0000040309656
245.8194,0.000004194561
246.82274,0.0000006502138
247.82608,-0.0000031279794
248.82942,-0.0000037914365
249.83278,-0.0000010542153
250.83612,0.0000023496377
251.83946,0.0000033599092
252.8428,0.000001315929
253.84615,-0.0000016907981
254.8495,-0.0000029213759
255.85284,-0.0000014625009
256.85617,0.0000011447419
257.85953,0.0000024951835
258.86288,0.0000015198486
259.8662,-0.0000007000896
260.86957,-0.0000020912053
261.8729,-0.0000015080051
262.87625,0.00000034701864
263.8796,0.0000017190348
264.88293,0.0000014462458
265.8863,-0.000000074011155
266.88962,-0.0000013837873
267.89297,-0.0000013497819
268.89633,-0.00000013034604
269.89966,0.0000010872924
270.903,0.0000012309209
271.90634,0.00000027678237
272.9097,-0.00000082985565
273.91306,-0.000001099631
274.91638,-0.00000037511197
275.91974,0.0000006104014
276.92307,0.0000009638629
277.92642,0.0000004344493
278.92978,-0.000000427031
279.9331,-0.0000008300855
280.93646,-0.00000046341242
281.9398,0.0000002767595
282.94315,0.0000007025945
283.94647,0.00000046823854
284.94983,-0.00000015639402
285.9532,-0.0000005829996
286.9565,-0.00000045488036
287.95987,0.00000006175923
288.9632,0.00000047506936
289.96655,0.00000043025432
290.9699,0.0000000098329
291.97324,-0.00000037859482
292.9766,-0.00000039582858
293.97992,-0.00000006265788
294.98328,0.00000029472028
295.98663,0.0000003578177
296.98996,0.00000009880857
297.99332,-0.00000022226465
298.99664,-0.00000031721743
300,-0.00000012266904
